country;country_code;population;indicator;weekly_count_cases;weekly_count_death;year_week;rate_14_day_cases;rate_14_day_death;cumulative_count_cases;cumulative_count_death;death_general_men;death_general_woman;union_key;FirstDose;TargetGroup
Belgium;BEL;11566041;cases;0;0;2020-01;;0;0;0;1092;1142;Belgium2020-01;0;
Belgium;BEL;11566041;cases;0;0;2020-02;0;0;0;0;1187;1201;Belgium2020-02;0;
Belgium;BEL;11566041;cases;0;0;2020-03;0;0;0;0;1159;1155;Belgium2020-03;0;
Belgium;BEL;11566041;cases;0;0;2020-04;0;0;0;0;1072;1132;Belgium2020-04;0;
Belgium;BEL;11566041;cases;2;0;2020-05;0.017292002;0;2;0;1164;1192;Belgium2020-05;0;
Belgium;BEL;11566041;cases;1;0;2020-06;0.025938002;0;3;0;1086;1083;Belgium2020-06;0;
Belgium;BEL;11566041;cases;0;0;2020-07;0.008646001;0;3;0;1144;1163;Belgium2020-07;0;
Belgium;BEL;11566041;cases;0;0;2020-08;0;0;3;0;1109;1192;Belgium2020-08;0;
Belgium;BEL;11566041;cases;0;0;2020-09;0;0;3;0;1103;1146;Belgium2020-09;0;
Belgium;BEL;11566041;cases;0;0;2020-10;0;0;3;0;1076;1136;Belgium2020-10;0;
Belgium;BEL;11566041;cases;3678;0;2020-11;31.79999103;0;3681;0;1142;1092;Belgium2020-11;0;
Belgium;BEL;11566041;cases;3673;195;2020-12;63.55675205;16.8597016;7354;195;1268;1286;Belgium2020-12;0;
Belgium;BEL;11566041;cases;8130;783;2020-13;102.0487477;84.55788804;15484;978;1620;1578;Belgium2020-13;0;
Belgium;BEL;11566041;cases;9694;1584;2020-14;154.1063187;204.6508395;25178;2562;1981;2040;Belgium2020-14;0;
Belgium;BEL;11566041;cases;11175;1976;2020-15;180.4333912;307.7976293;36353;4538;2025;2267;Belgium2020-15;0;
Belgium;BEL;11566041;cases;7963;1666;2020-16;165.4671637;314.88735;44316;6204;1712;1991;Belgium2020-16;0;
Belgium;BEL;11566041;cases;5703;1186;2020-17;118.1562472;246.5839435;50019;7390;1386;1653;Belgium2020-17;0;
Belgium;BEL;11566041;cases;3095;696;2020-18;76.06751524;162.7177355;53114;8086;1105;1324;Belgium2020-18;0;
Belgium;BEL;11566041;cases;3051;533;2020-19;53.13832106;106.2593501;56165;8619;1138;1252;Belgium2020-19;0;
Belgium;BEL;11566041;cases;2071;312;2020-20;44.28481621;73.05870695;58236;8931;983;1059;Belgium2020-20;0;
Belgium;BEL;11566041;cases;1510;231;2020-21;30.96132895;46.94778447;59746;9162;1028;1054;Belgium2020-21;0;
Belgium;BEL;11566041;cases;1144;161;2020-22;22.94648618;33.89232322;60890;9323;969;1014;Belgium2020-22;0;
Belgium;BEL;11566041;cases;847;109;2020-23;17.21418764;23.34420222;61737;9432;823;976;Belgium2020-23;0;
Belgium;BEL;11566041;cases;671;57;2020-24;13.12462925;14.35236137;62408;9489;912;987;Belgium2020-24;0;
Belgium;BEL;11566041;cases;668;40;2020-25;11.5769951;8.386620798;63076;9529;898;924;Belgium2020-25;0;
Belgium;BEL;11566041;cases;607;40;2020-26;11.02365105;6.916800658;63683;9569;978;990;Belgium2020-26;0;
Belgium;BEL;11566041;cases;637;24;2020-27;10.75562502;5.533440526;64320;9593;871;897;Belgium2020-27;0;
Belgium;BEL;11566041;cases;704;11;2020-28;11.5942871;3.026100288;65024;9604;822;860;Belgium2020-28;0;
Belgium;BEL;11566041;cases;1385;18;2020-29;18.06149572;2.507340239;66409;9622;924;935;Belgium2020-29;0;
Belgium;BEL;11566041;cases;2489;14;2020-30;33.49460719;2.766720263;68898;9636;888;922;Belgium2020-30;0;
Belgium;BEL;11566041;cases;3759;21;2020-31;54.02021314;3.026100288;72657;9657;933;1014;Belgium2020-31;0;
Belgium;BEL;11566041;cases;4340;33;2020-32;70.02396066;4.668840444;76997;9690;999;1047;Belgium2020-32;0;
Belgium;BEL;11566041;cases;3751;74;2020-33;69.95479266;9.25122088;80748;9764;1323;1559;Belgium2020-33;0;
Belgium;BEL;11566041;cases;3453;41;2020-34;62.28578993;9.942900946;84201;9805;1101;1114;Belgium2020-34;0;
Belgium;BEL;11566041;cases;3121;24;2020-35;56.83880941;5.619900535;87322;9829;907;972;Belgium2020-35;0;
Belgium;BEL;11566041;cases;3655;18;2020-36;58.58530157;3.631320345;90977;9847;939;952;Belgium2020-36;0;
Belgium;BEL;11566041;cases;6158;17;2020-37;84.84320607;3.026100288;97135;9864;909;916;Belgium2020-37;0;
Belgium;BEL;11566041;cases;10108;27;2020-38;140.6358494;3.804240362;107243;9891;988;1016;Belgium2020-38;0;
Belgium;BEL;11566041;cases;11274;39;2020-39;184.8687896;5.706360543;118517;9930;931;985;Belgium2020-39;0;
Belgium;BEL;11566041;cases;18895;82;2020-40;260.8411988;10.461661;137412;10012;970;950;Belgium2020-40;0;
Belgium;BEL;11566041;cases;38852;140;2020-41;499.2806095;19.19412183;176264;10152;1035;1025;Belgium2020-41;0;
Belgium;BEL;11566041;cases;72232;238;2020-42;960.4323554;32.68188311;248496;10390;1115;1042;Belgium2020-42;0;
Belgium;BEL;11566041;cases;105383;505;2020-43;1535.659436;64.23978611;353879;10895;1314;1315;Belgium2020-43;0;
Belgium;BEL;11566041;cases;99584;1060;2020-44;1772.144851;135.3099129;453463;11955;1739;1543;Belgium2020-44;0;
Belgium;BEL;11566041;cases;54006;1435;2020-45;1327.939266;215.7177205;507469;13390;1849;1840;Belgium2020-45;0;
Belgium;BEL;11566041;cases;33967;1336;2020-46;760.6146304;239.5806828;541436;14726;1691;1741;Belgium2020-46;0;
Belgium;BEL;11566041;cases;22312;1131;2020-47;486.5882803;213.2968403;563748;15857;1597;1582;Belgium2020-47;0;
Belgium;BEL;11566041;cases;16261;882;2020-48;333.5021897;174.0439966;580009;16739;1418;1475;Belgium2020-48;0;
Belgium;BEL;11566041;cases;15289;700;2020-49;272.781326;136.779733;595298;17439;1304;1400;Belgium2020-49;0;
Belgium;BEL;11566041;cases;16840;665;2020-50;277.7873604;118.0179112;612138;18104;1392;1388;Belgium2020-50;0;
Belgium;BEL;11566041;cases;17714;654;2020-51;298.7539124;114.0407508;629852;18758;1364;1372;Belgium2020-51;0;
Belgium;BEL;11566041;cases;12607;536;2020-52;262.1553909;102.8874098;642459;19294;1273;1344;Belgium2020-52;0;
Belgium;BEL;11566041;cases;8976;454;2020-53;186.6066358;85.59540814;651435;19748;1188;1257;Belgium2020-53;0;ALL
Belgium;BEL;11566041;cases;13692;386;2021-01;195.9875466;72.62640691;665127;20134;1272;1209;Belgium2021-01;0;ALL
Belgium;BEL;11566041;cases;13093;342;2021-02;231.583132;62.94288599;678220;20476;1189;1219;Belgium2021-02;0;ALL
Belgium;BEL;11566041;cases;14641;373;2021-03;239.7881868;61.81890588;692861;20849;1218;1225;Belgium2021-03;4513;ALL
Belgium;BEL;11566041;cases;16375;293;2021-04;268.1643615;57.58236548;709236;21142;1225;1221;Belgium2021-04;0;ALL
Belgium;BEL;11566041;cases;14892;297;2021-05;270.3345077;51.01140485;724128;21439;1143;1140;Belgium2021-05;0;ALL
Belgium;BEL;11566041;cases;12527;279;2021-06;237.0646966;49.80096474;736655;21718;1106;1125;Belgium2021-06;433;ALL
Belgium;BEL;11566041;cases;15361;210;2021-07;241.1196709;42.27894402;752016;21928;1136;1186;Belgium2021-07;0;ALL
Belgium;BEL;11566041;cases;16648;170;2021-08;276.7498403;32.85480313;768664;22098;1055;1092;Belgium2021-08;518;ALL
Belgium;BEL;11566041;cases;16429;171;2021-09;285.9837692;29.4828628;785093;22269;968;1053;Belgium2021-09;0;ALL
Belgium;BEL;11566041;cases;21255;171;2021-10;325.815895;29.56932281;806348;22440;1094;1077;Belgium2021-10;60507;ALL
Belgium;BEL;11566041;cases;29329;178;2021-11;437.3493056;30.17454287;835677;22618;1055;1053;Belgium2021-11;0;ALL
Belgium;BEL;11566041;cases;33998;188;2021-12;547.5252941;31.64436301;869675;22806;1075;1040;Belgium2021-12;0;ALL
Belgium;BEL;11566041;cases;29873;256;2021-13;552.2287185;38.38824365;899548;23062;1182;1048;Belgium2021-13;0;ALL
Belgium;BEL;11566041;cases;24193;286;2021-14;467.4546805;46.86132446;923741;23348;1159;1060;Belgium2021-14;41264;ALL
Belgium;BEL;11566041;cases;24371;262;2021-15;419.8843839;47.38008451;948112;23610;1139;1034;Belgium2021-15;181071;ALL
Belgium;BEL;11566041;cases;24423;273;2021-16;421.8729641;46.2561044;972535;23883;1165;1057;Belgium2021-16;0;ALL
Belgium;BEL;11566041;cases;20783;254;2021-17;390.8511132;45.56442433;993318;24137;1165;1046;Belgium2021-17;289790;ALL
Belgium;BEL;11566041;cases;20975;255;2021-18;361.0397023;44.00814419;1014293;24392;1160;1105;Belgium2021-18;17010;ALL
Belgium;BEL;11566041;cases;14649;140;2021-19;308.0051333;34.15170325;1028942;24532;1069;1010;Belgium2021-19;189389;ALL
Belgium;BEL;11566041;cases;16999;129;2021-20;273.628634;23.25774221;1045941;24661;1021;1009;Belgium2021-20;0;ALL
Belgium;BEL;11566041;cases;12179;98;2021-21;252.273012;19.62642187;1058120;24759;1045;952;Belgium2021-21;32199;ALL
Belgium;BEL;11566041;cases;9065;84;2021-22;183.6756415;15.7357215;1067185;24843;1002;987;Belgium2021-22;60050;ALL
Belgium;BEL;11566041;cases;5261;50;2021-23;123.8626078;11.5856411;1072446;24893;994;887;Belgium2021-23;22765;ALL
Belgium;BEL;11566041;cases;3006;41;2021-24;71.4764888;7.867860749;1075452;24934;974;995;Belgium2021-24;50354;ALL
Belgium;BEL;11566041;cases;2416;23;2021-25;46.87861646;5.533440526;1077868;24957;907;874;Belgium2021-25;4306;ALL
Belgium;BEL;11566041;cases;4070;20;2021-26;56.07796134;3.717780354;1081938;24977;938;990;Belgium2021-26;33927;ALL
Belgium;BEL;11566041;cases;7513;10;2021-27;100.1466275;2.593800247;1089451;24987;893;932;Belgium2021-27;0;ALL
Belgium;BEL;11566041;cases;9541;7;2021-28;147.448898;1.46982014;1098992;24994;917;995;Belgium2021-28;18474;ALL
Belgium;BEL;11566041;cases;10388;11;2021-29;172.3061504;1.556280148;1109380;25005;978;1025;Belgium2021-29;39078;ALL
Belgium;BEL;11566041;cases;11283;21;2021-30;187.3674838;2.766720263;1120663;25026;933;954;Belgium2021-30;9648;ALL
Belgium;BEL;11566041;cases;12242;23;2021-31;203.3971694;3.804240362;1132905;25049;948;932;Belgium2021-31;0;ALL
Belgium;BEL;11566041;cases;13352;22;2021-32;221.2857451;3.89070037;1146257;25071;959;937;Belgium2021-32;26994;ALL
Belgium;BEL;11566041;cases;13831;41;2021-33;235.0242404;5.446980518;1160088;25112;949;891;Belgium2021-33;0;ALL
Belgium;BEL;11566041;cases;14116;32;2021-34;241.629785;6.3115806;1174204;25144;928;936;Belgium2021-34;85;ALL
Belgium;BEL;11566041;cases;13761;40;2021-35;241.0245649;6.225120592;1187965;25184;984;975;Belgium2021-35;0;ALL
Belgium;BEL;11566041;cases;13760;48;2021-36;237.9465886;7.608480724;1201725;25232;1030;987;Belgium2021-36;69;ALL
Belgium;BEL;11566041;cases;14475;39;2021-37;244.1198332;7.522020716;1216200;25271;974;925;Belgium2021-37;1217;ALL
Belgium;BEL;11566041;cases;13647;54;2021-38;243.1428351;8.040780765;1229847;25325;934;956;Belgium2021-38;49;ALL
Belgium;BEL;11566041;cases;13316;56;2021-39;233.1221202;9.510600905;1243163;25381;972;974;Belgium2021-39;1081;ALL
Belgium;BEL;11566041;cases;14922;62;2021-40;244.1457712;10.20228097;1258085;25443;990;1067;Belgium2021-40;0;ALL
Belgium;BEL;11566041;cases;22871;91;2021-41;326.7583091;13.22838126;1280956;25534;1121;1105;Belgium2021-41;4076;ALL
Belgium;BEL;11566041;cases;40000;108;2021-42;543.5827177;17.20554164;1320956;25642;1198;1141;Belgium2021-42;13268;ALL
Belgium;BEL;11566041;cases;54823;149;2021-43;819.839736;22.22022211;1375779;25791;1144;1187;Belgium2021-43;15381;ALL
Belgium;BEL;11566041;cases;57829;153;2021-44;973.9892847;26.11092248;1433608;25944;1142;1143;Belgium2021-44;0;ALL
Belgium;BEL;11566041;cases;73690;196;2021-45;1137.113382;30.17454287;1507298;26140;1224;1160;Belgium2021-45;20;ALL
Belgium;BEL;11566041;cases;113029;260;2021-46;1614.372628;39.42576375;1620327;26400;1250;1157;Belgium2021-46;1161;ALL
Belgium;BEL;11566041;cases;125774;297;2021-47;2064.690934;48.15822458;1746101;26697;1294;1198;Belgium2021-47;13;ALL
Belgium;BEL;11566041;cases;117316;350;2021-48;2101.75634;55.93962532;1863417;27047;1410;1324;Belgium2021-48;0;ALL
Belgium;BEL;11566041;cases;88873;310;2021-49;1782.710264;57.06360543;1952290;27357;1368;1242;Belgium2021-49;8;ALL
Belgium;BEL;11566041;cases;57114;250;2021-50;1262.203722;48.41760461;2009404;27607;1294;1248;Belgium2021-50;784;ALL
Belgium;BEL;11566041;cases;45149;218;2021-51;884.1659821;40.46328385;2054553;27825;1238;1197;Belgium2021-51;4;ALL
Belgium;BEL;11566041;cases;77857;155;2021-52;1063.509977;32.24958307;2132410;27980;1223;1232;Belgium2021-52;347;ALL
Belgium;BEL;11566041;cases;155821;130;2022-01;2020.38018;24.64110234;2288231;28110;1144;1207;Belgium2022-01;327;ALL
Belgium;BEL;11566041;cases;198811;139;2022-02;3066.148564;23.25774221;2487042;28249;1099;1120;Belgium2022-02;781;ALL
Belgium;BEL;11566041;cases;351691;175;2022-03;4759.640745;27.14844258;2838733;28424;1185;1179;Belgium2022-03;531;ALL
Belgium;BEL;11566041;cases;318844;231;2022-04;5797.446162;35.10276334;3157577;28655;1296;1224;Belgium2022-04;4725;ALL
Belgium;BEL;11566041;cases;185898;301;2022-05;4363.999747;45.99672438;3343475;28956;1322;1310;Belgium2022-05;5;ALL
Belgium;BEL;11566041;cases;101736;320;2022-06;2486.883801;53.69166511;3445211;29276;1241;1310;Belgium2022-06;231;ALL
Belgium;BEL;11566041;cases;63176;269;2022-07;1425.829288;50.92494484;3508387;29545;1290;1154;Belgium2022-07;2;ALL
Belgium;BEL;11566041;cases;44833;161;2022-08;933.8459028;37.17780354;3553220;29706;1196;1098;Belgium2022-08;86;ALL
Belgium;BEL;11566041;cases;44578;117;2022-09;773.0475795;24.03588229;3597798;29823;1106;1053;Belgium2022-09;1;ALL
Belgium;BEL;11566041;cases;57236;138;2022-10;880.2839278;22.0473021;3655034;29961;1205;1209;Belgium2022-10;0;ALL
Belgium;BEL;11566041;cases;71940;132;2022-11;1116.855802;23.34420222;3726974;30093;1206;1179;Belgium2022-11;14;ALL
Belgium;BEL;11566041;cases;78599;158;2022-12;1301.560318;25.07340239;3805573;30251;1196;1193;Belgium2022-12;556;ALL
Belgium;BEL;11566041;cases;71586;163;2022-13;1298.499634;27.75366264;3877159;30414;1183;1314;Belgium2022-13;0;ALL
Belgium;BEL;11566041;cases;62832;166;2022-14;1162.178139;28.44534271;3939991;30580;1270;1263;Belgium2022-14;0;ALL
Belgium;BEL;11566041;cases;52569;167;2022-15;997.7571409;28.79118274;3992560;30747;1216;1206;Belgium2022-15;20;ALL
Belgium;BEL;11566041;cases;40206;123;2022-16;802.1327263;25.07340239;4032766;30870;1135;1186;Belgium2022-16;21;ALL
Belgium;BEL;11566041;cases;32659;108;2022-17;629.9908499;19.9722619;4065425;30978;1077;1106;Belgium2022-17;12;ALL
Belgium;BEL;11566041;cases;30751;83;2022-18;548.2429122;16.51386157;4096176;31061;1097;1132;Belgium2022-18;8;ALL
Belgium;BEL;11566041;cases;24771;69;2022-19;480.0432577;13.14192125;4120947;31130;974;1032;Belgium2022-19;489;ALL
Belgium;BEL;11566041;cases;16105;51;2022-20;353.4139296;10.37520099;4137052;31181;:;:;Belgium2022-20;7;ALL
Belgium;BEL;11566041;cases;9108;40;2022-21;217.9916187;7.867860749;4146160;31221;:;:;Belgium2022-21;7;ALL
Belgium;BEL;11566041;cases;5946;39;2022-22;130.1568964;6.83034065;4152106;31260;:;:;Belgium2022-22;0;ALL
Germany;DEU;83155031;cases;1;0;2020-01;;0;1;0;9337;9546;Germany2020-01;0;
Germany;DEU;83155031;cases;0;0;2020-02;0.001202573;0;1;0;9607;9801;Germany2020-02;0;
Germany;DEU;83155031;cases;0;0;2020-03;0;0;1;0;9431;9522;Germany2020-03;0;
Germany;DEU;83155031;cases;1;0;2020-04;0.001202573;0;2;0;9438;9389;Germany2020-04;0;
Germany;DEU;83155031;cases;10;0;2020-05;0.013228304;0;12;0;9871;9903;Germany2020-05;0;
Germany;DEU;83155031;cases;9;0;2020-06;0.022848888;0;21;0;9471;9567;Germany2020-06;0;
Germany;DEU;83155031;cases;5;0;2020-07;0.016836023;0;26;0;9869;9779;Germany2020-07;0;
Germany;DEU;83155031;cases;5;0;2020-08;0.012025731;0;31;0;9468;9485;Germany2020-08;0;
Germany;DEU;83155031;cases;140;0;2020-09;0.174373094;0;171;0;9520;9985;Germany2020-09;0;
Germany;DEU;83155031;cases;904;0;2020-10;1.255486274;0;1075;0;9755;9912;Germany2020-10;0;
Germany;DEU;83155031;cases;6437;16;2020-11;8.828088826;0.192411689;7512;16;9815;10034;Germany2020-11;0;
Germany;DEU;83155031;cases;22409;143;2020-12;34.68942246;1.912091164;29921;159;9806;9916;Germany2020-12;0;
Germany;DEU;83155031;cases;33974;553;2020-13;67.80467678;8.369908491;63895;712;9925;9753;Germany2020-13;0;
Germany;DEU;83155031;cases;36056;1350;2020-14;84.21619132;22.88496531;99951;2062;10487;10175;Germany2020-14;0;
Germany;DEU;83155031;cases;27138;1737;2020-15;75.99540189;37.12343033;127089;3799;10254;10248;Germany2020-15;0;
Germany;DEU;83155031;cases;17340;1637;2020-16;53.48804452;40.57481501;144429;5436;9665;9596;Germany2020-16;0;
Germany;DEU;83155031;cases;12355;1197;2020-17;35.71040699;34.08092049;156784;6633;9358;9199;Germany2020-17;0;
Germany;DEU;83155031;cases;7438;825;2020-18;23.80252856;24.31602725;164222;7458;8874;9046;Germany2020-18;0;
Germany;DEU;83155031;cases;6240;527;2020-19;16.4487943;16.25878776;170462;7985;8810;8841;Germany2020-19;0;
Germany;DEU;83155031;cases;4764;362;2020-20;13.23311394;10.69087449;175226;8347;8666;8335;Germany2020-20;0;
Germany;DEU;83155031;cases;3603;282;2020-21;10.06192878;7.7445705;178829;8629;8594;8569;Germany2020-21;0;
Germany;DEU;83155031;cases;3205;150;2020-22;8.187117386;5.195115615;182034;8779;8382;8394;Germany2020-22;0;
Germany;DEU;83155031;cases;2353;119;2020-23;6.683901062;3.234921529;184387;8898;8631;8631;Germany2020-23;0;
Germany;DEU;83155031;cases;2345;74;2020-24;5.649688231;2.320966004;186732;8972;8364;8237;Germany2020-24;0;
Germany;DEU;83155031;cases;4186;53;2020-25;7.854004648;1.527267785;190918;9025;8214;8187;Germany2020-25;0;
Germany;DEU;83155031;cases;3162;58;2020-26;8.836506837;1.334856095;194080;9083;8724;8569;Germany2020-26;0;
Germany;DEU;83155031;cases;2693;46;2020-27;7.04106526;1.250675981;196773;9129;8327;8130;Germany2020-27;0;
Germany;DEU;83155031;cases;2422;30;2020-28;6.151161197;0.913955525;199195;9159;8103;8039;Germany2020-28;0;
Germany;DEU;83155031;cases;3040;26;2020-29;6.568454048;0.673440913;202235;9185;8329;8208;Germany2020-29;0;
Germany;DEU;83155031;cases;3937;33;2020-30;8.390352233;0.709518105;206172;9218;8515;8372;Germany2020-30;0;
Germany;DEU;83155031;cases;4841;34;2020-31;10.55618631;0.80572395;211013;9252;8704;8729;Germany2020-31;0;
Germany;DEU;83155031;cases;6068;31;2020-32;13.1188695;0.781672488;217081;9283;8559;8911;Germany2020-32;0;
Germany;DEU;83155031;cases;7955;29;2020-33;16.86368201;0.721543835;225036;9312;9776;9944;Germany2020-33;0;
Germany;DEU;83155031;cases;9596;40;2020-34;21.10635976;0.829775411;234632;9352;8760;8799;Germany2020-34;0;
Germany;DEU;83155031;cases;8834;41;2020-35;22.16342148;0.974084178;243466;9393;8203;8453;Germany2020-35;0;
Germany;DEU;83155031;cases;8617;19;2020-36;20.98610245;0.721543835;252083;9412;8367;8422;Germany2020-36;0;
Germany;DEU;83155031;cases;9764;32;2020-37;22.1044954;0.61331226;261847;9444;8504;8651;Germany2020-37;0;
Germany;DEU;83155031;cases;12292;54;2020-38;26.52395139;1.034212831;274139;9498;8737;8818;Germany2020-38;0;
Germany;DEU;83155031;cases;13070;66;2020-39;30.49965792;1.443087671;287209;9564;8663;8783;Germany2020-39;0;
Germany;DEU;83155031;cases;15938;78;2020-40;34.8842393;1.731705205;303147;9642;8822;8792;Germany2020-40;0;
Germany;DEU;83155031;cases;26131;124;2020-41;50.59104602;2.429197579;329278;9766;8854;8647;Germany2020-41;0;
Germany;DEU;83155031;cases;42056;232;2020-42;81.99984917;4.28116009;371334;9998;8927;8827;Germany2020-42;0;
Germany;DEU;83155031;cases;74882;411;2020-43;140.6264884;7.732544769;446216;10409;9347;9241;Germany2020-43;0;
Germany;DEU;83155031;cases;111004;789;2020-44;223.5414956;14.43087671;557220;11198;9349;9235;Germany2020-44;0;
Germany;DEU;83155031;cases;125744;1238;2020-45;284.7067666;24.37615591;682964;12436;9528;9479;Germany2020-45;0;
Germany;DEU;83155031;cases;127858;1662;2020-46;304.9749329;34.87461871;810822;14098;10036;9691;Germany2020-46;0;
Germany;DEU;83155031;cases;128393;2131;2020-47;308.1605489;45.61359613;939215;16229;10273;9909;Germany2020-47;0;
Germany;DEU;83155031;cases;123149;2914;2020-48;302.4976324;60.66981083;1062364;19143;10656;10648;Germany2020-48;0;
Germany;DEU;83155031;cases;128359;3434;2020-49;302.4567449;76.33933778;1190723;22577;11238;11366;Germany2020-49;0;
Germany;DEU;83155031;cases;156303;4364;2020-50;342.3268521;93.77664714;1347026;26941;12023;11980;Germany2020-50;0;
Germany;DEU;83155031;cases;174676;5257;2020-51;398.0264285;115.699554;1521702;32198;12360;12364;Germany2020-51;0;
Germany;DEU;83155031;cases;138880;5790;2020-52;377.0739981;132.8482458;1660582;37988;12660;12894;Germany2020-52;15341;1_Age60+
